sigla_provincia;codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq;codice_sovracomunale
TO;001306;"Villar Pellice";"Villar Pellice";;NO;M013;44,8085876;7,1582795;60,2927;201
TO;001307;"Villar Perosa";"Villar Perosa";;NO;M014;44,9201904;7,2492690;11,4228;201
TO;001308;Villastellone;Villastellone;;NO;M027;44,9215522;7,7453533;19,8767;201
TO;001309;Vinovo;Vinovo;;NO;M060;44,9487821;7,6342416;17,6941;201
TO;001310;"Virle Piemonte";"Virle Piemonte";;NO;M069;44,8659384;7,5688908;14,0573;201
TO;001311;Vische;Vische;;NO;M071;45,3315726;7,9513803;17,0748;201
TO;001312;Vistrorio;Vistrorio;;NO;M080;45,4411020;7,7694197;4,6817;201
TO;001313;Viù;Viù;;NO;M094;45,2389441;7,3764679;84,1119;201
TO;001314;Volpiano;Volpiano;;NO;M122;45,2019004;7,7755503;32,4629;201
TO;001315;Volvera;Volvera;;NO;M133;44,9550226;7,5123049;20,9827;201
TO;001316;Mappano;Mappano;;NO;M316;45,1509961;7,7037794;9,7589;201
TO;001317;"Val di Chy";"Val di Chy";;NO;M405;45,4620917;7,7731370;13,8310;201
TO;001318;Valchiusa;Valchiusa;;NO;M415;45,5203531;7,7071195;49,6245;201
VC;002002;"Alagna Valsesia";"Alagna Valsesia";;NO;A119;45,8533368;7,9381296;133,1704;002
VC;002003;"Albano Vercellese";"Albano Vercellese";;NO;A130;45,4251196;8,3805828;13,7804;002
VC;002004;"Alice Castello";"Alice Castello";;NO;A198;45,3665324;8,0746946;24,5650;002
VC;002006;Arborio;Arborio;;NO;A358;45,4960914;8,3889854;23,3101;002
VC;002007;"Asigliano Vercellese";"Asigliano Vercellese";;NO;A466;45,2611784;8,4061942;26,3156;002
VC;002008;Balmuccia;Balmuccia;;NO;A600;45,8183577;8,1382562;9,7885;002
VC;002009;Balocco;Balocco;;NO;A601;45,4555397;8,2810335;16,8079;002
VC;002011;Bianzè;Bianzè;;NO;A847;45,3073811;8,1200641;41,8058;002
VC;002014;Boccioleto;Boccioleto;;NO;A914;45,8299973;8,1132908;33,8706;002
VC;002015;"Borgo d'Ale";"Borgo d'Ale";;NO;B009;45,3499212;8,0537270;39,5707;002
VC;002016;Borgosesia;Borgosesia;;NO;B041;45,7167385;8,2764104;41,0901;002
VC;002017;"Borgo Vercelli";"Borgo Vercelli";;NO;B046;45,3571618;8,4663705;19,2949;002
VC;002021;Buronzo;Buronzo;;NO;B280;45,4821244;8,2683343;25,0776;002
VC;002025;Campertogno;Campertogno;;NO;B505;45,7986834;8,0321670;34,1364;002
VC;002029;Carcoforo;Carcoforo;;NO;B752;45,9089017;8,0489014;22,8004;002
VC;002030;Caresana;Caresana;;NO;B767;45,2210857;8,5064856;24,1087;002
VC;002031;Caresanablot;Caresanablot;;NO;B768;45,3573559;8,3887727;11,0218;002
VC;002032;Carisio;Carisio;;NO;B782;45,4084654;8,1985860;30,1062;002
VC;002033;"Casanova Elvo";"Casanova Elvo";;NO;B928;45,3995339;8,2933068;16,2050;002
VC;002035;"San Giacomo Vercellese";"San Giacomo Vercellese";;NO;B952;45,4974175;8,3253451;9,6044;002
VC;002041;Cervatto;Cervatto;;NO;C548;45,8830922;8,1623540;9,5380;002
VC;002042;Cigliano;Cigliano;;NO;C680;45,3095599;8,0214890;25,3078;002
VC;002043;Civiasco;Civiasco;;NO;C757;45,8066954;8,2927871;7,3878;002
VC;002045;Collobiano;Collobiano;;NO;C884;45,3971293;8,3485358;9,2234;002
VC;002047;Costanzana;Costanzana;;NO;D113;45,2361993;8,3700654;20,9676;002
VC;002048;Cravagliana;Cravagliana;;NO;D132;45,8473583;8,2011295;34,8563;002
VC;002049;Crescentino;Crescentino;;NO;D154;45,1923283;8,1025827;48,2233;002
VC;002052;Crova;Crova;;NO;D187;45,3300408;8,2119299;14,0162;002
VC;002054;Desana;Desana;;NO;D281;45,2687361;8,3574505;16,4768;002
VC;002057;Fobello;Fobello;;NO;D641;45,8895691;8,1589187;28,1403;002
VC;002058;"Fontanetto Po";"Fontanetto Po";;NO;D676;45,1933967;8,1917165;23,2424;002
VC;002059;Formigliana;Formigliana;;NO;D712;45,4287819;8,2929105;16,7629;002
VC;002061;Gattinara;Gattinara;;NO;D938;45,6173520;8,3712807;33,6659;002
VC;002062;Ghislarengo;Ghislarengo;;NO;E007;45,5293231;8,3843230;12,5030;002
VC;002065;Greggio;Greggio;;NO;E163;45,4518081;8,3824755;11,8817;002
VC;002066;Guardabosone;Guardabosone;;NO;E237;45,7009478;8,2503224;6,0875;002
VC;002067;Lamporo;Lamporo;;NO;E433;45,2300833;8,0975502;9,6440;002
VC;002068;Lenta;Lenta;;NO;E528;45,5555702;8,3844480;18,9701;002
VC;002070;Lignana;Lignana;;NO;E583;45,2852984;8,3460464;22,5740;002
VC;002071;"Livorno Ferraris";"Livorno Ferraris";;NO;E626;45,2816618;8,0819976;58,0280;002
VC;002072;Lozzolo;Lozzolo;;NO;E711;45,6225953;8,3220794;6,6672;002
VC;002078;Mollia;Mollia;;NO;F297;45,8152932;8,0309665;13,9178;002
VC;002079;Moncrivello;Moncrivello;;NO;F342;45,3312332;7,9958611;20,1818;002
VC;002082;"Motta de' Conti";"Motta de' Conti";;NO;F774;45,1915035;8,5207710;11,7150;002
VC;002088;Olcenengo;Olcenengo;;NO;G016;45,3635979;8,3113898;16,5035;002
VC;002089;Oldenico;Oldenico;;NO;G018;45,4023576;8,3827208;6,5270;002
VC;002090;"Palazzolo Vercellese";"Palazzolo Vercellese";;NO;G266;45,1845011;8,2328243;13,9396;002
VC;002091;Pertengo;Pertengo;;NO;G471;45,2356219;8,4176290;8,2949;002
VC;002093;Pezzana;Pezzana;;NO;G528;45,2620659;8,4842019;17,3517;002
VC;002096;Pila;Pila;;NO;G666;45,7702581;8,0808151;8,6903;002
VC;002097;Piode;Piode;;NO;G685;45,7697758;8,0530867;13,5976;002
VC;002102;Postua;Postua;;NO;G940;45,7141971;8,2314962;16,1782;002
VC;002104;Prarolo;Prarolo;;NO;G985;45,2822302;8,4793438;11,5388;002
VC;002107;Quarona;Quarona;;NO;H108;45,7598619;8,2654215;16,1560;002
VC;002108;"Quinto Vercellese";"Quinto Vercellese";;NO;H132;45,3804833;8,3621848;10,9022;002
VC;002110;Rassa;Rassa;;NO;H188;45,7686363;8,0141933;43,2698;002
VC;002113;Rimella;Rimella;;NO;H293;45,9079532;8,1825922;26,2702;002
VC;002115;Rive;Rive;;NO;H346;45,2125683;8,4183193;9,4089;002
VC;002116;Roasio;Roasio;;NO;H365;45,6086313;8,2889284;27,9160;002
VC;002118;Ronsecco;Ronsecco;;NO;H549;45,2535053;8,2777719;24,4754;002
VC;002121;Rossa;Rossa;;NO;H577;45,8335577;8,1256449;11,8379;002
VC;002122;Rovasenda;Rovasenda;;NO;H364;45,5367966;8,3136149;29,2681;002
VC;002126;Salasco;Salasco;;NO;H690;45,3252919;8,2637808;12,1875;002
VC;002127;"Sali Vercellese";"Sali Vercellese";;NO;H707;45,3093341;8,3296825;8,7766;002
VC;002128;Saluggia;Saluggia;;NO;H725;45,2358358;8,0111381;31,5981;002
VC;002131;"San Germano Vercellese";"San Germano Vercellese";;NO;H861;45,3501865;8,2509496;30,6327;002
VC;002133;Santhià;Santhià;;NO;I337;45,3669258;8,1743501;53,1294;002
VC;002134;Scopa;Scopa;;NO;I544;45,7917234;8,1131603;22,5335;002
VC;002135;Scopello;Scopello;;NO;I545;45,7736830;8,0948415;18,2544;002
VC;002137;"Serravalle Sesia";"Serravalle Sesia";;NO;I663;45,6861578;8,3114752;20,9053;002
VC;002142;Stroppiana;Stroppiana;;NO;I984;45,2313972;8,4534773;18,3140;002
VC;002147;Tricerro;Tricerro;;NO;L420;45,2337999;8,3251494;12,2491;002
VC;002148;Trino;Trino;;NO;L429;45,1942074;8,2969005;70,6054;002
VC;002150;"Tronzano Vercellese";"Tronzano Vercellese";;NO;L451;45,3427938;8,1746927;44,7508;002
VC;002152;Valduggia;Valduggia;;NO;L566;45,7263977;8,3278565;28,4259;002
VC;002156;Varallo;Varallo;;NO;L669;45,8140503;8,2562118;102,9730;002
VC;002158;Vercelli;Vercelli;;SI;L750;45,3239845;8,4232343;79,7743;002
VC;002163;Villarboit;Villarboit;;NO;M003;45,4366580;8,3368690;25,5109;002
VC;002164;Villata;Villata;;NO;M028;45,3856147;8,4326028;14,5822;002
VC;002166;Vocca;Vocca;;NO;M106;45,8309936;8,1875302;20,2573;002
VC;002170;"Alto Sermenza";"Alto Sermenza";;NO;M389;45,8766505;8,0290443;60,3259;002
VC;002171;"Cellio con Breia";"Cellio con Breia";;NO;M398;45,7607085;8,3117469;17,2793;002
NO;003001;"Agrate Conturbia";"Agrate Conturbia";;NO;A088;45,6759896;8,5599266;14,5364;003
NO;003002;Ameno;Ameno;;NO;A264;45,7887932;8,4394275;9,9965;003
NO;003006;Armeno;Armeno;;NO;A414;45,8219765;8,4391789;31,5154;003
NO;003008;Arona;Arona;;NO;A429;45,7604019;8,5594897;15,1698;003
NO;003012;Barengo;Barengo;;NO;A653;45,5747818;8,5120132;19,4928;003
NO;003016;"Bellinzago Novarese";"Bellinzago Novarese";;NO;A752;45,5703104;8,6397311;39,1786;003
NO;003018;Biandrate;Biandrate;;NO;A844;45,4537873;8,4637055;12,4536;003
NO;003019;Boca;Boca;;NO;A911;45,6782956;8,4087054;9,6080;003
NO;003021;Bogogno;Bogogno;;NO;A929;45,6671743;8,5344991;8,5097;003
NO;003022;"Bolzano Novarese";"Bolzano Novarese";;NO;A953;45,7628355;8,4441526;3,3043;003
NO;003023;Borgolavezzaro;Borgolavezzaro;;NO;B016;45,3183864;8,6992676;21,0913;003
NO;003024;Borgomanero;Borgomanero;;NO;B019;45,6988830;8,4629865;32,2699;003
NO;003025;"Borgo Ticino";"Borgo Ticino";;NO;B043;45,6880765;8,6039222;13,3738;003
NO;003026;"Briga Novarese";"Briga Novarese";;NO;B176;45,7313926;8,4515914;4,7479;003
NO;003027;Briona;Briona;;NO;B183;45,5422061;8,4798193;24,7562;003
NO;003030;Caltignaga;Caltignaga;;NO;B431;45,5170920;8,5879148;22,3213;003
NO;003032;Cameri;Cameri;;NO;B473;45,5010303;8,6622435;39,9850;003
NO;003036;"Carpignano Sesia";"Carpignano Sesia";;NO;B823;45,5353124;8,4183407;14,6557;003
NO;003037;Casalbeltrame;Casalbeltrame;;NO;B864;45,4362445;8,4683785;16,0407;003
NO;003039;"Casaleggio Novara";"Casaleggio Novara";;NO;B883;45,4863093;8,4926659;10,5310;003
NO;003040;Casalino;Casalino;;NO;B897;45,3576850;8,5227352;39,4901;003
NO;003041;Casalvolone;Casalvolone;;NO;B920;45,3994628;8,4643646;17,4849;003
NO;003042;"Castellazzo Novarese";"Castellazzo Novarese";;NO;C149;45,5139988;8,4887075;10,7918;003
NO;003043;"Castelletto sopra Ticino";"Castelletto sopra Ticino";;NO;C166;45,7140591;8,6423732;14,6411;003
NO;003044;Cavaglietto;Cavaglietto;;NO;C364;45,6028078;8,5009121;6,4855;003
NO;003045;"Cavaglio d'Agogna";"Cavaglio d'Agogna";;NO;C365;45,6118196;8,4827860;9,8335;003
NO;003047;Cavallirio;Cavallirio;;NO;C378;45,6649690;8,3967364;8,3261;003
NO;003049;Cerano;Cerano;;NO;C483;45,4106786;8,7808551;32,6332;003
NO;003051;Colazza;Colazza;;NO;C829;45,7926355;8,4990851;3,1618;003
NO;003052;Comignago;Comignago;;NO;C926;45,7152483;8,5651231;4,4493;003
NO;003055;Cressa;Cressa;;NO;D162;45,6480020;8,5074836;7,1035;003
NO;003058;Cureggio;Cureggio;;NO;D216;45,6751385;8,4613609;8,5068;003
NO;003060;Divignano;Divignano;;NO;D309;45,6622872;8,6014953;5,0977;003
NO;003062;Dormelletto;Dormelletto;;NO;D347;45,7301706;8,5731841;7,2522;003
NO;003065;"Fara Novarese";"Fara Novarese";;NO;D492;45,5551244;8,4591121;9,2147;003
NO;003066;"Fontaneto d'Agogna";"Fontaneto d'Agogna";;NO;D675;45,6398670;8,4845827;21,1702;003
NO;003068;Galliate;Galliate;;NO;D872;45,4777007;8,6952726;29,3662;003
NO;003069;"Garbagna Novarese";"Garbagna Novarese";;NO;D911;45,3866548;8,6596796;10,0494;003
NO;003070;Gargallo;Gargallo;;NO;D921;45,7275134;8,4292154;3,7542;003
NO;003073;Ghemme;Ghemme;;NO;E001;45,5978178;8,4200910;20,6442;003
NO;003076;Gozzano;Gozzano;;NO;E120;45,7475661;8,4346508;12,5821;003
NO;003077;"Granozzo con Monticello";"Granozzo con Monticello";;NO;E143;45,3601442;8,5741367;19,5208;003
NO;003079;Grignasco;Grignasco;;NO;E177;45,6819106;8,3397089;14,3337;003
NO;003082;Invorio;Invorio;;NO;E314;45,7559157;8,4867397;17,3717;003
NO;003083;Landiona;Landiona;;NO;E436;45,4969127;8,4221687;7,2834;003
NO;003084;Lesa;Lesa;;NO;E544;45,8301213;8,5648443;13,5806;003
NO;003088;Maggiora;Maggiora;;NO;E803;45,6907627;8,4209948;10,6587;003
NO;003090;"Mandello Vitta";"Mandello Vitta";;NO;E880;45,4952380;8,4591859;5,8541;003
NO;003091;"Marano Ticino";"Marano Ticino";;NO;E907;45,6298317;8,6319364;7,7879;003
NO;003093;"Massino Visconti";"Massino Visconti";;NO;F047;45,8219143;8,5388081;6,8639;003
NO;003095;Meina;Meina;;NO;F093;45,7900448;8,5376017;7,5349;003
NO;003097;Mezzomerico;Mezzomerico;;NO;F188;45,6202916;8,6046200;7,7187;003
NO;003098;Miasino;Miasino;;NO;F191;45,8021998;8,4303610;5,5210;003
NO;003100;Momo;Momo;;NO;F317;45,5739190;8,5553705;23,5907;003
NO;003103;Nebbiuno;Nebbiuno;;NO;F859;45,8060862;8,5242387;8,2651;003
NO;003104;Nibbiola;Nibbiola;;NO;F886;45,3717892;8,6563525;11,3421;003
NO;003106;Novara;Novara;;SI;F952;45,4458900;8,6219159;103,0492;003
NO;003108;Oleggio;Oleggio;;NO;G019;45,5966950;8,6373638;37,7943;003
NO;003109;"Oleggio Castello";"Oleggio Castello";;NO;G020;45,7493254;8,5297117;5,9351;003
NO;003112;"Orta San Giulio";"Orta San Giulio";;NO;G134;45,7991727;8,4056846;6,6500;003
NO;003114;Paruzzaro;Paruzzaro;;NO;G349;45,7486966;8,5134575;5,2272;003
NO;003115;Pella;Pella;;NO;G421;45,7970808;8,3831169;8,1345;003
NO;003116;Pettenasco;Pettenasco;;NO;G520;45,8173318;8,4085751;7,0713;003
NO;003119;Pisano;Pisano;;NO;G703;45,7935586;8,5104372;2,7659;003
NO;003120;Pogno;Pogno;;NO;G775;45,7566818;8,3830747;9,8653;003
NO;003121;Pombia;Pombia;;NO;G809;45,6492746;8,6323887;12,2966;003
NO;003122;"Prato Sesia";"Prato Sesia";;NO;H001;45,6478829;8,3737739;12,1260;003
NO;003129;Recetto;Recetto;;NO;H213;45,4608115;8,4360882;8,8526;003
NO;003130;"Romagnano Sesia";"Romagnano Sesia";;NO;H502;45,6333577;8,3828761;17,9764;003
NO;003131;Romentino;Romentino;;NO;H518;45,4626094;8,7208535;17,6906;003
NO;003133;"San Maurizio d'Opaglio";"San Maurizio d'Opaglio";;NO;I025;45,7724817;8,3909580;8,5099;003
NO;003134;"San Nazzaro Sesia";"San Nazzaro Sesia";;NO;I052;45,4381361;8,4235666;11,4512;003
NO;003135;"San Pietro Mosezzo";"San Pietro Mosezzo";;NO;I116;45,4556152;8,5434721;34,8992;003
NO;003138;Sillavengo;Sillavengo;;NO;I736;45,5204608;8,4405271;9,5352;003
NO;003139;Sizzano;Sizzano;;NO;I767;45,5773532;8,4373333;10,7543;003
NO;003140;Soriso;Soriso;;NO;I857;45,7422787;8,4093648;6,3719;003
NO;003141;Sozzago;Sozzago;;NO;I880;45,3978220;8,7209774;12,9144;003
NO;003143;Suno;Suno;;NO;L007;45,6311527;8,5409244;21,3271;003
NO;003144;Terdobbiate;Terdobbiate;;NO;L104;45,3763568;8,6950970;8,4632;003
NO;003146;Tornaco;Tornaco;;NO;L223;45,3573679;8,7179066;13,2408;003
NO;003149;Trecate;Trecate;;NO;L356;45,4319091;8,7350555;38,2224;003
NO;003153;"Vaprio d'Agogna";"Vaprio d'Agogna";;NO;L668;45,6035421;8,5540506;10,0123;003
NO;003154;"Varallo Pombia";"Varallo Pombia";;NO;L670;45,6667102;8,6330527;13,6120;003
NO;003158;Vespolate;Vespolate;;NO;L808;45,3494764;8,6690381;17,7798;003
NO;003159;Vicolungo;Vicolungo;;NO;L847;45,4788349;8,4613171;13,2939;003
NO;003164;Vinzaglio;Vinzaglio;;NO;M062;45,3236585;8,5184053;15,4636;003
NO;003166;Gattico-Veruno;Gattico-Veruno;;NO;M416;45,7052040;8,5268386;26,1601;003
CN;004001;Acceglio;Acceglio;;NO;A016;44,4757985;6,9912226;151,5276;004
CN;004002;Aisone;Aisone;;NO;A113;44,3134369;7,2208339;36,9173;004
CN;004003;Alba;Alba;;NO;A124;44,7009160;8,0356990;53,5853;004
CN;004004;"Albaretto della Torre";"Albaretto della Torre";;NO;A139;44,5959075;8,0640823;4,5899;004
CN;004005;Alto;Alto;;NO;A238;44,1082689;8,0036858;7,4616;004
CN;004006;Argentera;Argentera;;NO;A394;44,3795782;6,9693782;76,2591;004
CN;004007;Arguello;Arguello;;NO;A396;44,5829193;8,1106798;4,9174;004
CN;004008;Bagnasco;Bagnasco;;NO;A555;44,3020597;8,0425832;30,9490;004
CN;004009;"Bagnolo Piemonte";"Bagnolo Piemonte";;NO;A571;44,7598976;7,3154823;63,2505;004
CN;004010;"Baldissero d'Alba";"Baldissero d'Alba";;NO;A589;44,7587078;7,9157493;15,3257;004
CN;004011;Barbaresco;Barbaresco;;NO;A629;44,7255426;8,0804646;7,7637;004
CN;004012;Barge;Barge;;NO;A660;44,7252145;7,3233938;81,9923;004
CN;004013;Barolo;Barolo;;NO;A671;44,6098752;7,9418082;5,6892;004
CN;004014;"Bastia Mondovì";"Bastia Mondovì";;NO;A709;44,4413762;7,8933219;12,0006;004
CN;004015;Battifollo;Battifollo;;NO;A716;44,3191594;8,0094814;11,1195;004
CN;004016;Beinette;Beinette;;NO;A735;44,3656571;7,6457067;17,6865;004
CN;004017;Bellino;Bellino;;NO;A750;44,5805979;7,0171607;62,0700;004
CN;004018;"Belvedere Langhe";"Belvedere Langhe";;NO;A774;44,4945561;7,9741677;5,0030;004
CN;004019;"Bene Vagienna";"Bene Vagienna";;NO;A779;44,5452312;7,8328253;48,9673;004
CN;004020;Benevello;Benevello;;NO;A782;44,6281819;8,1059188;5,4389;004
CN;004021;Bergolo;Bergolo;;NO;A798;44,5480034;8,1835260;3,1118;004
CN;004022;Bernezzo;Bernezzo;;NO;A805;44,3885948;7,4353103;25,8445;004
CN;004023;Bonvicino;Bonvicino;;NO;A979;44,5036111;8,0159202;7,2409;004
CN;004024;Borgomale;Borgomale;;NO;B018;44,6204344;8,1327556;8,4778;004
CN;004025;"Borgo San Dalmazzo";"Borgo San Dalmazzo";;NO;B033;44,3287485;7,4874639;22,3397;004
CN;004026;Bosia;Bosia;;NO;B079;44,6024594;8,1462032;5,5405;004
CN;004027;Bossolasco;Bossolasco;;NO;B084;44,5267822;8,0575028;14,5453;004
CN;004028;Boves;Boves;;NO;B101;44,3298085;7,5519949;50,9483;004
CN;004029;Bra;Bra;;NO;B111;44,6981762;7,8547477;59,5298;004
CN;004030;Briaglia;Briaglia;;NO;B167;44,3951070;7,8769895;6,2376;004
CN;004031;"Briga Alta";"Briga Alta";;NO;B175;44,0832046;7,7507606;52,1796;004
CN;004032;Brondello;Brondello;;NO;B200;44,6000492;7,4051372;10,1240;004
CN;004033;Brossasco;Brossasco;;NO;B204;44,5702890;7,3604423;28,0639;004
CN;004034;Busca;Busca;;NO;B285;44,5136882;7,4735215;76,7643;004
CN;004035;Camerana;Camerana;;NO;B467;44,4226542;8,1407987;23,6378;004
CN;004037;Canale;Canale;;NO;B573;44,7972027;7,9914096;17,8655;004
CN;004038;Canosio;Canosio;;NO;B621;44,4553172;7,0813913;48,4476;004
CN;004039;Caprauna;Caprauna;;NO;B692;44,1158086;7,9549407;11,5018;004
CN;004040;Caraglio;Caraglio;;NO;B719;44,4177060;7,4276210;41,6759;004
CN;004041;"Caramagna Piemonte";"Caramagna Piemonte";;NO;B720;44,7804298;7,7411759;26,3287;004
CN;004042;Cardè;Cardè;;NO;B755;44,7441733;7,4782160;19,3047;004
CN;004043;Carrù;Carrù;;NO;B841;44,4785823;7,8800643;25,8380;004
CN;004044;Cartignano;Cartignano;;NO;B845;44,4770751;7,2876953;6,4192;004
CN;004045;Casalgrasso;Casalgrasso;;NO;B894;44,8194982;7,6249607;17,8066;004
CN;004046;Castagnito;Castagnito;;NO;C046;44,7564728;8,0301526;7,1148;004
CN;004047;Casteldelfino;Casteldelfino;;NO;C081;44,5909638;7,0690319;33,9513;004
CN;004049;"Castelletto Stura";"Castelletto Stura";;NO;C165;44,4442194;7,6390511;17,1301;004
CN;004050;"Castelletto Uzzone";"Castelletto Uzzone";;NO;C167;44,4925707;8,1859833;14,8584;004
CN;004051;"Castellinaldo d'Alba";"Castellinaldo d'Alba";;NO;C173;44,7753259;8,0315351;7,8028;004
CN;004052;"Castellino Tanaro";"Castellino Tanaro";;NO;C176;44,4277639;7,9818872;11,5178;004
CN;004053;Castelmagno;Castelmagno;;NO;C205;44,4091542;7,2123292;49,3070;004
CN;004054;"Castelnuovo di Ceva";"Castelnuovo di Ceva";;NO;C214;44,3532974;8,1301966;6,2621;004
CN;004055;"Castiglione Falletto";"Castiglione Falletto";;NO;C314;44,6233304;7,9790348;4,7202;004
CN;004056;"Castiglione Tinella";"Castiglione Tinella";;NO;C317;44,7260407;8,1894313;11,6345;004
CN;004057;Castino;Castino;;NO;C323;44,6169882;8,1812139;15,5227;004
CN;004058;Cavallerleone;Cavallerleone;;NO;C375;44,7394377;7,6627358;16,4378;004
CN;004059;Cavallermaggiore;Cavallermaggiore;;NO;C376;44,7078515;7,6877480;51,5946;004
CN;004060;"Celle di Macra";"Celle di Macra";;NO;C441;44,4825618;7,1796736;31,1052;004
CN;004061;Centallo;Centallo;;NO;C466;44,5041151;7,5901488;42,4848;004
CN;004062;"Ceresole Alba";"Ceresole Alba";;NO;C504;44,7995197;7,8205661;37,0496;004
CN;004063;"Cerretto Langhe";"Cerretto Langhe";;NO;C530;44,5743318;8,0978397;10,1423;004
CN;004064;Cervasca;Cervasca;;NO;C547;44,3831496;7,4678883;18,2419;004
CN;004065;Cervere;Cervere;;NO;C550;44,6347449;7,7931675;18,5961;004
CN;004066;Ceva;Ceva;;NO;C589;44,3862246;8,0352173;43,1656;004
CN;004067;Cherasco;Cherasco;;NO;C599;44,6522187;7,8582036;81,5351;004
CN;004068;"Chiusa di Pesio";"Chiusa di Pesio";;NO;C653;44,3247588;7,6778844;95,0188;004
CN;004069;Cigliè;Cigliè;;NO;C681;44,4350586;7,9262261;6,1219;004
CN;004070;Cissone;Cissone;;NO;C738;44,5630956;8,0305096;5,9034;004
CN;004071;Clavesana;Clavesana;;NO;C792;44,4821379;7,9119823;17,1508;004
CN;004072;"Corneliano d'Alba";"Corneliano d'Alba";;NO;D022;44,7355335;7,9612917;10,0878;004
CN;004073;Cortemilia;Cortemilia;;NO;D062;44,5808537;8,1918668;24,9874;004
CN;004074;"Cossano Belbo";"Cossano Belbo";;NO;D093;44,6690571;8,1985593;20,5398;004
CN;004075;"Costigliole Saluzzo";"Costigliole Saluzzo";;NO;D120;44,5646044;7,4849377;15,3423;004
CN;004076;Cravanzana;Cravanzana;;NO;D133;44,5731475;8,1281897;8,1183;004
CN;004077;Crissolo;Crissolo;;NO;D172;44,6990970;7,1571897;52,0529;004
CN;004078;Cuneo;Cuneo;;SI;D205;44,3932857;7,5511719;119,6691;004
CN;004079;Demonte;Demonte;;NO;D271;44,3152499;7,2975134;127,3063;004
CN;004080;"Diano d'Alba";"Diano d'Alba";;NO;D291;44,6513852;8,0276690;17,5432;004
CN;004081;Dogliani;Dogliani;;NO;D314;44,5300819;7,9451674;35,6829;004
CN;004082;Dronero;Dronero;;NO;D372;44,4669688;7,3633182;58,9574;004
CN;004083;Elva;Elva;;NO;D401;44,5397567;7,0896342;26,2196;004
CN;004084;Entracque;Entracque;;NO;D410;44,2407441;7,3978031;160,7314;004
CN;004085;Envie;Envie;;NO;D412;44,6817468;7,3721924;24,9305;004
CN;004086;Farigliano;Farigliano;;NO;D499;44,5116901;7,9170210;16,4418;004
CN;004087;Faule;Faule;;NO;D511;44,8054219;7,5806638;7,0300;004
CN;004088;Feisoglio;Feisoglio;;NO;D523;44,5433513;8,1041760;7,6666;004
CN;004089;Fossano;Fossano;;NO;D742;44,5493897;7,7248703;130,1434;004
CN;004090;"Frabosa Soprana";"Frabosa Soprana";;NO;D751;44,2874616;7,8070923;47,1437;004
CN;004091;"Frabosa Sottana";"Frabosa Sottana";;NO;D752;44,3020134;7,7983106;37,6433;004
CN;004092;Frassino;Frassino;;NO;D782;44,5713491;7,2756444;17,0106;004
CN;004093;Gaiola;Gaiola;;NO;D856;44,3352361;7,4067619;4,9691;004
CN;004094;Gambasca;Gambasca;;NO;D894;44,6293666;7,3474145;5,7412;004
CN;004095;Garessio;Garessio;;NO;D920;44,1972793;8,0298843;131,2810;004
CN;004096;Genola;Genola;;NO;D967;44,5876841;7,6627261;13,7224;004
CN;004097;Gorzegno;Gorzegno;;NO;E111;44,5118511;8,1351176;13,9699;004
CN;004098;Gottasecca;Gottasecca;;NO;E115;44,4616859;8,1672527;13,6769;004
CN;004099;Govone;Govone;;NO;E118;44,8048552;8,0999574;18,9108;004
CN;004100;"Grinzane Cavour";"Grinzane Cavour";;NO;E182;44,6565312;7,9822138;3,8082;004
CN;004101;Guarene;Guarene;;NO;E251;44,7377989;8,0336748;13,4459;004
CN;004102;Igliano;Igliano;;NO;E282;44,4435230;8,0125036;3,4042;004
CN;004103;Isasca;Isasca;;NO;E327;44,5872868;7,3815478;5,0784;004
CN;004104;Lagnasco;Lagnasco;;NO;E406;44,6246535;7,5553373;17,7124;004
CN;004105;"La Morra";"La Morra";;NO;E430;44,6373388;7,9334641;24,1658;004
CN;004106;"Lequio Berria";"Lequio Berria";;NO;E540;44,6045975;8,0976718;11,8291;004
CN;004107;"Lequio Tanaro";"Lequio Tanaro";;NO;E539;44,5602244;7,8835990;12,2004;004
CN;004108;Lesegno;Lesegno;;NO;E546;44,4012231;7,9665059;14,2414;004
CN;004109;Levice;Levice;;NO;E564;44,5376509;8,1566196;15,7390;004
CN;004110;"Limone Piemonte";"Limone Piemonte";;NO;E597;44,2012791;7,5760798;70,8104;004
CN;004111;Lisio;Lisio;;NO;E615;44,3066855;7,9796342;8,2287;004
CN;004112;Macra;Macra;;NO;E789;44,4998498;7,1792040;24,6562;004
CN;004113;"Magliano Alfieri";"Magliano Alfieri";;NO;E809;44,7664631;8,0678111;9,5000;004
CN;004114;"Magliano Alpi";"Magliano Alpi";;NO;E808;44,4580908;7,7995525;33,2204;004
CN;004115;Mango;Mango;;NO;E887;44,6846084;8,1503312;20,0310;004
CN;004116;Manta;Manta;;NO;E894;44,6143247;7,4862618;11,7345;004
